Sensor	R1	R2
mutant0	0.04049279369701846	-0.22223007904463696
mutant1	0.4724873602554496	0.6152542372881356
mutant10	0.854499877654016	0.8593220338983047
mutant100	-0.6906665730852588	-0.6732657111546414
mutant1000	0.395824249605587	0.5650343066045868
mutant1001	-0.007276051038750638	-0.0604640327148924
mutant1002	0.11252304694713325	0.04576271186440661
mutant1003	-0.21834923553182511	-0.15588782829563352
mutant1004	-0.4500845839671398	-0.3879253070595625
mutant1005	-0.6457627118644068	-0.564406779661017
mutant1006	0.28983050847457603	0.2491525423728813
mutant1007	-1.0118644067796612	-1.0118644067796612
mutant1008	0.49322033898305073	0.5338983050847457
mutant1009	-0.022505056293065616	0.06841497201692615
mutant101	0.5338983050847457	0.5745762711864404
mutant1010	-0.21689935111893374	-0.202154262393321
mutant1011	-0.6457627118644068	-0.6457627118644068
mutant1012	-0.06575886386783647	-0.0037199518120063562
mutant1013	0.15019149321278458	0.2491525423728813
mutant1014	0.0008165836530295704	-0.07448378083430915
mutant1015	-0.6605807555780598	-0.5933596072991771
mutant1016	-0.865564041046156	-0.9550920247655409
mutant1017	-0.6864406779661018	-0.6457627118644068
mutant1018	0.16779661016949143	0.16779661016949143
mutant1019	-0.407976939238755	-0.48305084745762716
mutant102	-0.035593220338983045	0.04576271186440661
mutant1020	-0.8230735808212652	-0.8898305084745763
mutant1021	0.7372881355932202	0.6966101694915254
mutant1022	-0.8059970157232448	-0.944944643434382
mutant1023	-0.37635325609510284	-0.27254047387549163
mutant1024	-0.1983050847457628	-0.1983050847457628
mutant1025	0.07429313046673397	0.11477629320352865
mutant1026	0.11295227411717754	0.038470070342178045
mutant1027	-1.408980164847484	-1.4027193070644217
mutant1028	0.6769313780806567	0.7569222465726106
mutant1029	-1.5	-1.473218287993222
mutant103	-0.2796610169491527	-0.24056364352091858
mutant1030	-0.1165116195145405	0.09351710983208915
mutant1031	-1.0243317872447837	-0.9788211886848224
mutant1032	0.8260063859947809	0.7998610218771196
mutant1033	0.7045650980131408	0.6682212036696116
mutant1034	-1.5	-1.3454488906673598
mutant1035	-1.1779596473391802	-1.2001881906792438
mutant1036	0.40747871544016045	0.33050847457627097
mutant1037	-0.0325697940990609	-0.27683258734545424
mutant1038	-1.2152542372881356	-1.2559322033898306
mutant1039	0.08298024207506743	0.18033674026061286
mutant104	0.5590982818993813	0.516791739341754
mutant1040	0.512744882112173	0.4944514413177967
mutant1041	-1.028177105540312	-1.0806066043328462
mutant1042	-1.4164525642871584	-1.3948619187549736
mutant1043	-0.9827586493551682	-0.9854385693969304
mutant1044	0.8830865263938903	0.8983067750930784
mutant1045	-0.4573191253850727	-0.4417675484843111
mutant1046	-1.185524888707012	-1.1563164962887813
mutant1047	-1.1264998555387444	-1.2108331608086045
mutant1048	0.7946779887949418	0.8664965226923232
mutant1049	0.81864406779661	0.8463993179684621
mutant105	-0.934647581046447	-0.9208550609403143
mutant1050	-0.23898305084745775	-0.36101694915254257
mutant1051	-0.40057646718856543	-0.4815496928323255
mutant1052	-1.459322033898305	-1.459322033898305
mutant1053	-0.9305084745762713	-1.1314095017529553
mutant1054	-1.4872818573494444	-1.5
mutant1055	-1.5	-1.4074826182493638
mutant1056	-0.3273754467880109	-0.3558849506480098
mutant1057	-1.2586694355637422	-1.0704601991905962
mutant1058	-0.7569939109359525	-0.7903376970310253
mutant1059	-0.8768256274358319	-0.9931712971475453
mutant106	-0.9612556579884287	-0.8491525423728814
mutant1060	-0.2988002340848508	-0.43706937326412465
mutant1061	-0.7774054275559089	-0.7426781371897575
mutant1062	-1.0506930841371345	-1.2455152016978612
mutant1063	-1.2152542372881356	-1.1745762711864407
mutant1064	-1.4577285450592168	-1.474466234788997
mutant1065	0.2437909250870643	0.17131646953866275
mutant1066	0.7370391267518464	0.8894104634597897
mutant1067	-0.2999700219837466	-0.46737230030991334
mutant1068	0.7948020407954832	0.7164945147027084
mutant1069	0.6559322033898303	0.6966101694915254
mutant107	-1.5	-1.5
mutant1070	-1.1338983050847458	-1.1745762711864407
mutant1071	-1.5	-1.3880224016390885
mutant1072	0.2280281965698326	0.11789150519982763
mutant1073	-1.1846542437000225	-1.1038197141526704
mutant1074	-0.0979746205408713	-0.10747099971741819
mutant1075	-0.035593220338983045	-0.035593220338983045
mutant1076	0.5619461837695836	0.5094644635818946
mutant1077	-0.7379174215004682	-0.9443054248875398
mutant1078	-0.23898305084745775	-0.22057338035420376
mutant1079	0.8142885593692222	0.8479129730942079
mutant108	-0.569291899094188	-0.7906766970502518
mutant1080	0.826448532288502	0.8752411934020344
mutant1081	-0.23898305084745775	-0.1628552489526764
mutant1082	-0.8356227464627745	
mutant1083	-0.8491525423728814	-0.8491525423728814
mutant1084	-0.2859901544944335	-0.13135641776025286
mutant1085	-0.6457627118644068	
mutant1086	-0.39225814846687423	-0.26274007377949987
mutant1087	0.5804968380761382	0.6559322033898303
mutant1088	-1.3979925164078533	-1.3701719640487022
mutant1089	0.3441939949820825	0.3290553856662657
mutant109	-0.7214383979995833	-0.7500161330166617
mutant1090	0.5688944750536526	0.6679582757943946
mutant1091	0.6037759251933311	0.6774225186424232
mutant1092	0.2491525423728813	0.2618157490695779
mutant1093	0.33050847457627097	0.36344541960984106
mutant1094	0.4695886910461672	0.41339260266211486
mutant1095	-1.3684977855829912	-1.479157102375757
mutant1096	0.07480397779044268	0.11429012821301018
mutant1097	-1.4543817305937405	-1.4186440677966101
mutant1098	-0.48305084745762716	-0.4423728813559322
mutant1099	-0.09172482133941023	-0.0454285988880848
mutant11	-0.0643901680400793	0.04494488500744909
mutant110	-0.38712706629873106	-0.6864406779661018
mutant1100	0.24574532750209704	0.2647368400437317
mutant1101	-1.3510510523568247	-1.1745762711864407
mutant1102	0.41767459789192996	0.3688575406152891
mutant1103	0.7645637854482783	0.8761718877777457
mutant1104	-0.866291980266473	-0.8013569494415271
mutant1105	0.061429828475067214	-0.0033304162961309493
mutant1106	-0.24324052783807643	-0.17304492794196275
mutant1107	0.18009108704171675	0.17146541396842185
mutant1108	-0.048119067331518627	0.06541527349566226
mutant1109	-0.7677966101694915	-0.7677966101694915
mutant111	-1.5	-1.4998681920580565
mutant1110	-1.0734853446584092	-1.1435478983241083
mutant1111	0.16827807707614018	0.21783120818623053
mutant1112	0.0246989789448288	-0.06872483259213995
mutant1113	-0.7677966101694915	-0.9457997739550312
mutant1114	-0.6856059244148877	-0.7169107670287942
mutant1115	-0.035593220338983045	0.04576271186440661
mutant1116	0.5745762711864404	0.6559322033898303
mutant1117	0.15433455150378378	0.0916973981412591
mutant1118	0.0794741618233781	0.09167745482262299
mutant1119	-0.8491525423728814	-0.8898305084745763
mutant112	-0.29979618421608684	-0.1623106316356353
mutant1120	0.6942650199921705	0.6576948922363994
mutant1121	-0.4750518737468672	-0.47535322562644355
mutant1122	-1.1276864239387216	-1.2340693193580956
mutant1123	-0.12674943939243485	-0.30629741019621437
mutant1124	-0.07627118644067798	-0.0361366259485585
mutant1125	-0.12113361973511536	-0.23898305084745775
mutant1126	0.17908022694675674	0.12268327746785385
mutant1127	-0.08975972474601698	0.044170256875600986
mutant1128	-0.605084745762712	-0.6457627118644068
mutant1129	-1.459322033898305	-1.5
mutant113	-0.16422265146809945	0.035104418620589745
mutant1130	0.6559322033898303	0.6677464851384102
mutant1131	-0.6349036777514571	-0.5357359498616702
mutant1132	-1.3722996518660437	-1.2797607936788549
