Sensor	Abundance	Log10u	sigma
mutant0	0.0010754906977232777	-1.1118411490632478	0.24944663066285083
mutant1	0.0006259627172836176	0.22541841629514292	0.3932701321977068
mutant10	0.0010682824192299607	0.06832541233622513	0.33026664624693025
mutant100	0.0008321190346908235	-0.09880650890386522	0.2323288685299273
mutant1000	0.0009300564209300318	0.6425715258075839	0.15470165378683665
mutant1001	0.0009428118094425357	-1.3275098270738068	0.0985536920896169
mutant1002	0.0009187344261973988	-0.6214917768649929	0.25128091356317284
mutant1003	0.0005300556125397136	-0.01102714510007341	0.30787427495167774
mutant1004	0.00047633085348773726	-0.7766872060199768	0.23865112588206588
mutant1005	0.0010828031959457592	-0.11003636114033477	0.3385379836990364
mutant1006	0.00046379635064602674	0.3757560918338385	0.30818822750071745
mutant1007	0.0007420242316559526	-0.697382434740819	0.29307421969702063
mutant1008	0.00045320883026305696	-0.023238669865960127	0.07437587985031527
mutant1009	0.0007469001156772852	-1.304123833740268	0.3376076219010664
mutant101	0.00043092708296056615	-0.40403214755939154	0.08463938772784824
mutant1010	0.0009489831600356709	-1.4033826902061142	0.19113779067784736
mutant1011	0.0009642172248055245	0.6037181622862517	0.22962130060749197
mutant1012	0.00032614695624553195	-0.013371097162905077	0.16872291115119814
mutant1013	0.0007426008731085201	-1.3783217121190088	0.21227321777495284
mutant1014	0.0009215247775988809	-0.42866736663063176	0.3968784579429454
mutant1015	0.0003989559224750658	-0.9093150794006752	0.3844985019803378
mutant1016	0.00109179882232306	0.7156433204325743	0.14152133517628318
mutant1017	0.000750368926305629	0.058320274267846584	0.10754071234770954
mutant1018	0.0006350806871214648	-1.499625739251981	0.14209694830624775
mutant1019	0.0005684623373187307	-1.2664335569999823	0.12197928003632878
mutant102	0.0010051644034701135	0.3402285396959557	0.33766977266590237
mutant1020	0.0009067059883420852	-0.6141548080011788	0.18939879791516512
mutant1021	0.0007363224041412912	0.5219099664845985	0.36849911500355204
mutant1022	0.00036171516830190174	0.5019505234233317	0.17130639674673637
mutant1023	0.0004639038400877642	-0.37946150518545374	0.10699081728311456
mutant1024	0.0010994715619785283	-1.2711121140058403	0.17849128734272945
mutant1025	0.0004928630522574891	-0.39240262135625925	0.31384194878575167
mutant1026	0.0007530969022359818	-1.0813896992774816	0.23966638705976678
mutant1027	0.0003819244623307308	0.07299099870606818	0.1345996853919062
mutant1028	0.00043122432678955827	0.6203423446891625	0.15607868806263964
mutant1029	0.0007668192759238742	0.3074922856396638	0.28584114367418517
mutant103	0.0003851432272292691	0.4495325405322754	0.371882611225918
mutant1030	0.0008293012945557165	0.5152832378093479	0.2819060802170435
mutant1031	0.000820859915497354	0.192752157306316	0.05705165306604112
mutant1032	0.0004935395849307785	-0.8341660053643054	0.15227163690378265
mutant1033	0.0004706874772421103	0.7860656380902737	0.31966848549337895
mutant1034	0.0004146574705596843	-0.36646171913520886	0.19559859182000372
mutant1035	0.0004240390244562734	-1.2718976151026913	0.1163729747528158
mutant1036	0.0008731776987610697	-0.22842560253112087	0.3210264424285548
mutant1037	0.00019103885665163495	0.0838989908978538	0.2679809821336625
mutant1038	0.0011107793993360138	-1.3201011367182696	0.07448152252074725
mutant1039	0.0006421938684957342	0.41509719616302343	0.1606136379834457
mutant104	0.000825331109572813	0.8741472246772832	0.3508839918370703
mutant1040	0.0006326386938193995	-1.4724243941343385	0.21845686207705667
mutant1041	0.00037105498401612645	-0.744586870627917	0.28307913558059294
mutant1042	0.0008961216832053167	-0.06750257389893788	0.29215726538680903
mutant1043	0.00043940736865499987	0.3955389800777269	0.31227514775352117
mutant1044	0.0006056584917334333	0.33142919289783324	0.2918893169651605
mutant1045	0.0005719146183291372	-0.6893451275365398	0.1569179527125864
mutant1046	0.0011168730965670929	0.7853158700313565	0.0839516057552549
mutant1047	0.0010544078250321629	-0.6753982725871518	0.09857452026863114
mutant1048	0.0010769858876807814	-0.6185197538817649	0.3564131097490508
mutant1049	0.0007650392801128119	0.4896828856447506	0.3016082987229417
mutant105	0.0009123026453023583	0.7977969532444984	0.3123312347237724
mutant1050	0.0009153067264893674	-0.3396349515839119	0.1897693878824931
mutant1051	0.0006726058272461883	0.8712930210118945	0.3955237584812026
mutant1052	0.0006300031128036786	-1.3308702674310855	0.2649274959195686
mutant1053	0.0010636090983134944	-0.6637504583680833	0.33931204259370945
mutant1054	0.0010045349812947922	-0.19313521517300725	0.1260362005441046
mutant1055	0.0010020371658354746	0.28325484309798576	0.34192813812598155
mutant1056	0.0002754962765685396	-0.790974821571253	0.36008549024661124
mutant1057	0.0008209761862051879	-0.03541518522430054	0.20520756796513284
mutant1058	0.00019250932287648306	-0.5672077960067989	0.2736698665378196
mutant1059	0.0009778512245322837	0.6302496512541822	0.241562839984716
mutant106	0.000489342503726824	-0.45662986102883485	0.2242280317677851
mutant1060	0.00100986593379846	-1.4871050223408058	0.3567677082669993
mutant1061	0.0005149341116444869	-1.1814024335702067	0.2155589929246094
mutant1062	0.0007041662812970493	-0.3609276952294096	0.08850303123806204
mutant1063	0.0009630441999384314	0.33336827531997826	0.18961232092561897
mutant1064	0.00028248320370836787	-0.9885758908563453	0.21658359863716287
mutant1065	0.0005766327223009298	0.38452904966626167	0.3479177024399817
mutant1066	0.00042813934085307104	0.6583841948389497	0.2838135677734523
mutant1067	0.0009567625843393708	-0.5237355025169719	0.32389480165879125
mutant1068	0.0011266077674190486	-0.5481159548737795	0.28558966981184325
mutant1069	0.0010212496263133438	-0.971133290937963	0.07014459602966877
mutant107	0.0005221886117091296	-0.051705687467721306	0.2859049425176599
mutant1070	0.0011378071007087035	0.5835036954924937	0.38013112280851624
mutant1071	0.0010900642696117654	-0.6576726288052804	0.09390537069197483
mutant1072	0.0010998121754338278	0.34294373205573203	0.20900723823001227
mutant1073	0.0004161415437182114	-0.44993889279086696	0.293660301462762
mutant1074	0.0005590034723403003	-0.8482526771628993	0.3593260201107532
mutant1075	0.000689790605511457	-0.03080456671788201	0.3978807106526707
mutant1076	0.000522082024466894	-0.1093149475023314	0.12438823749309111
mutant1077	0.0007384366637214393	-1.1639840833170616	0.20477728004187984
mutant1078	0.0004653326420754969	-0.7367938286903507	0.2145336140492196
mutant1079	0.0006778275095967249	-1.3399872829616448	0.15270140098889537
mutant108	0.00024065180520903835	-0.04723185987641698	0.14927952809689266
mutant1080	0.0010646762210064986	-1.449688992408618	0.36583367413344625
mutant1081	0.0010340454723585814	-0.9399273884182925	0.3313400985605429
mutant1082	0.00048092933417258636	-0.5604608768194895	0.2679960791081391
mutant1083	0.0003434284800572226	-1.2572932579147624	0.2119341823338085
mutant1084	0.000538579043583685	0.5870633410855981	0.05499541280937187
mutant1085	0.001087132415316079	-1.005924605247922	0.26153441391685445
mutant1086	0.0011232444729643806	-0.05364887805445284	0.3793381208472539
mutant1087	0.0003084246298535532	-0.6710682109377293	0.0541771751328306
mutant1088	0.0005840310576057293	0.6965133055611479	0.1509670085963767
mutant1089	0.00045532671818978015	-0.4342079321918877	0.16886777299330102
mutant109	0.0007267834487182314	-0.6736268088663412	0.1801828565846813
mutant1090	0.0004162572523110558	-0.6281206997152919	0.18994405582932156
mutant1091	0.0003879516126949191	-0.35408804974406305	0.21913846571408596
mutant1092	0.0006336255020690156	0.13113048299907626	0.34287250814659
mutant1093	0.0007665066670074492	-0.6779828560490458	0.08404627622482376
mutant1094	0.00028908623786044947	-0.34547057046585583	0.25350643462270794
mutant1095	0.0010868047573312958	-0.10125395227515321	0.3643808007690582
mutant1096	0.00023945276109043373	-1.4102389333982581	0.2211979237923496
mutant1097	0.00019224265438541567	-1.1993054549544488	0.07440101840077543
mutant1098	0.0002818994342354105	-0.36400526708152614	0.1859633045962667
mutant1099	0.000508059384408258	-0.7126196899817063	0.3911435865523468
mutant11	0.001104282541057961	-0.8575236456891566	0.14658437905228072
mutant110	0.000978915989970971	0.2249110685751976	0.31422707941428835
mutant1100	0.0007195027654821075	-0.6260114194466463	0.32435901015289526
mutant1101	0.00045372841524396647	-0.019935135006813987	0.3285814397482205
mutant1102	0.0003918739847785532	-1.4146866102141777	0.21627076968428466
mutant1103	0.0010409722928352936	-0.9060277509571159	0.23924088847486824
mutant1104	0.0007792617449123828	-0.08826222024690655	0.05825579177159715
mutant1105	0.0006849122340685542	-0.45297612000053644	0.17576358428932298
mutant1106	0.0003627666648564063	-0.29469781130238215	0.32682294671017553
mutant1107	0.000642310879716493	-1.4163455213198448	0.06102348985917831
mutant1108	0.0008477387901353745	0.8289143991824304	0.16251401725042314
mutant1109	0.0006748612569621639	0.6270696136654572	0.1158460870395763
mutant111	0.0009149202809540129	-1.2127548196409026	0.08613953216673229
mutant1110	0.00024829227196602387	-1.134205747280265	0.13056056220387985
mutant1111	0.0010397021327541443	0.22357731248146506	0.1984190675693056
mutant1112	0.00046626540714035723	0.08510680049604846	0.3954060483227721
mutant1113	0.0005123967447660827	0.7930073064141636	0.22830682734890745
mutant1114	0.0010591133637958795	-1.2609431461903036	0.33814673152376834
