Sensor	Abundance	Log10u	sigma
mutant0	0.0005832635490748769	-1.0207822059884486	0.16949191509565034
mutant1	0.0006491520681988258	-1.0881926288682178	0.39595026080200646
mutant10	0.0003758159500231087	0.10004719254637084	0.14498510859875632
mutant100	0.00026838378996214346	-1.1989072818024737	0.35158891663403163
mutant1000	0.00029450237468561113	-1.1552515612851293	0.30200319114499485
mutant1001	0.0006804528088027657	0.4319300426125561	0.133450755047728
mutant1002	0.0005812059950365192	0.7071248317002992	0.2923471380710834
mutant1003	0.0010469965430364356	0.44378230486153436	0.2435656021477164
mutant1004	0.0004820641551248777	-1.4469807748755592	0.1651273348053614
mutant1005	0.0010217517628277463	-0.7200592854559177	0.15472390300135497
mutant1006	0.0008850924447167498	-0.9506695912718108	0.31038535402722106
mutant1007	0.0005104943159042635	0.3689389930243403	0.08042915986450827
mutant1008	0.0011074686035771036	-1.2229939495549158	0.21536404354785288
mutant1009	0.0003864701010515916	-0.8077627264136706	0.2722359235758609
mutant101	0.0006381965727849786	-0.733785999322278	0.28911467240488703
mutant1010	0.0010013658817597324	0.15752082817272628	0.211876537102547
mutant1011	0.0009406349810045787	-0.7467261226435	0.20118084558535643
mutant1012	0.0004990498447549218	-0.6211806466873983	0.09402432538558578
mutant1013	0.0004720740074800474	-1.2839152081163372	0.0691626457910168
mutant1014	0.000542002101005143	0.26179790914634227	0.3282185774449089
mutant1015	0.0007558003954530351	-0.775351128622871	0.2848419387955248
mutant1016	0.0008669947757632576	-0.9300891611140137	0.13587268496472607
mutant1017	0.00046278049141231604	0.26823718732529933	0.09659405963348301
mutant1018	0.0009912373169074218	-1.3785648817497445	0.3566709904719281
mutant1019	0.0010617431905809646	-1.1456130664704545	0.13954201331647542
mutant102	0.0005789500059216292	0.4780647393422113	0.24987272835448676
mutant1020	0.0005554988563272268	0.23134094758236556	0.28981067424533447
mutant1021	0.0007233935771659778	0.05336307956460096	0.3798321013053124
mutant1022	0.001116935916393901	-0.39447625771682593	0.1720278561740806
mutant1023	0.0006740092194657693	-1.1075223890445223	0.22326687691005143
mutant1024	0.0009844570093585545	0.89684598463263	0.17076559344501213
mutant1025	0.0002484863608066384	-0.9119204008059908	0.2977731896289003
mutant1026	0.0008114373259871176	0.13693959331501393	0.3253165254095729
mutant1027	0.0008995009543522773	-0.5614275330439674	0.13247453663322095
mutant1028	0.0005883566324637345	0.6810351509560681	0.11823150766105173
mutant1029	0.00021282267072060928	-0.8145731837174635	0.3620604729042024
mutant103	0.0005785817983228998	-0.8995068638501778	0.06803706044990798
mutant1030	0.0004454755187383547	-1.2528731295008662	0.1925163147390906
mutant1031	0.0008837198651045092	-0.16685568173426257	0.15098636135670007
mutant1032	0.0003193532651443337	0.738402866632053	0.1462236378799237
mutant1033	0.0005249235106724999	-1.4764969182650463	0.3847252897929336
mutant1034	0.0003743813609397445	0.6215982030023146	0.07189299856229694
mutant1035	0.0011028139011007307	0.3938481404340757	0.34482237127620896
mutant1036	0.0007690891972077819	0.4458580573624822	0.07398983276105695
mutant1037	0.0005502608916267672	0.6297582471312322	0.29097435603515803
mutant1038	0.0004948011262999295	-0.41183314440318686	0.0969870464685613
mutant1039	0.0006638647922745333	-1.3815042015269299	0.13962968072776888
mutant104	0.0006840494899592336	-0.9483307750532031	0.24807347928684176
mutant1040	0.0008659208173518896	0.4494463410403584	0.16068562603820993
mutant1041	0.0004636848031294594	-0.7010134737257946	0.37489228053674567
mutant1042	0.0009654729704631948	0.5429991369972798	0.07871807204240576
mutant1043	0.0006219885563324268	0.009113745930557915	0.17410057227282338
mutant1044	0.0006044886506033414	-1.3154410331205169	0.17256501474824332
mutant1045	0.0006041772973635133	0.42542353810182343	0.24856703379295497
mutant1046	0.0008169033779094018	-0.2774977971306989	0.08751550310568366
mutant1047	0.0009841054925016604	-1.3655739364142774	0.13796202765991003
mutant1048	0.0009468048466604256	-0.5569885117704286	0.07891058425300354
mutant1049	0.0003702641473956394	-1.41795218605399	0.1318829579139082
mutant105	0.0009929957044757741	0.7577620744133684	0.05514159027940397
mutant1050	0.0009468472708197645	0.7233449176012994	0.3077565331632502
mutant1051	0.0004474529162836396	0.5119019805934202	0.08707611062305079
mutant1052	0.0008830487477624415	-0.6240633252139025	0.3966876971076604
mutant1053	0.001039990008448469	-1.0729631855470145	0.16676736256323843
mutant1054	0.0010829017995692062	-0.1334923996121935	0.3447283411881947
mutant1055	0.00033500210719648144	-0.3964968959299149	0.17873712917427786
mutant1056	0.0003605348313582377	-1.3021721780244653	0.3390132925620887
mutant1057	0.0005955711039875371	0.4897830331560069	0.08355234308114366
mutant1058	0.00038000520767353044	0.6388807726470427	0.22793941392278638
mutant1059	0.0004171258840456791	-0.08022834575962601	0.3917441212791516
mutant106	0.00023519807411604812	-0.2760639551948709	0.07698391639483092
mutant1060	0.0002507715480295425	-1.2991745951537568	0.3051763925838379
mutant1061	0.00021121340844763246	-0.19356619610896408	0.18524357511405715
mutant1062	0.0007372706457482779	-0.5513592882647855	0.324842075259619
mutant1063	0.0003330539443857585	0.2104351290129025	0.13238916814279358
mutant1064	0.0008217763170617929	0.8834529717238935	0.15948099413993272
mutant1065	0.0009267825842938272	-0.5386997103230717	0.2598324187147576
mutant1066	0.0009210322845908457	-0.6965290364732337	0.05161942768101685
mutant1067	0.0009229650332449481	0.7619685261344618	0.21869590777321862
mutant1068	0.0006527987136770701	-0.5245384355295316	0.3780459709762168
mutant1069	0.0004727921061942911	-0.8043351668262474	0.05318965115972781
mutant107	0.0004782898447224427	-0.9676805311467525	0.18327726313549803
mutant1070	0.0008865572989996453	0.5889380103994184	0.09717827105115953
mutant1071	0.0006145920840432775	-0.5968535581986356	0.20760933842695267
mutant1072	0.0007921525936562852	-1.2010124794555594	0.09714264849672428
mutant1073	0.0008675678783503616	-1.4227783815281168	0.1465510748719616
mutant1074	0.0006968432149783136	-1.4087433815716055	0.31370154213163987
mutant1075	0.0005596957755101003	0.6994588234420624	0.06052267941230316
mutant1076	0.0007406846365963645	0.3859970269526327	0.18246616163372315
mutant1077	0.0003837338957987733	-0.8929033042908946	0.07679983596553358
mutant1078	0.0005910682846007086	-0.2285630191489958	0.28372801806468023
mutant1079	0.00043222246734909574	0.8344670800162306	0.29888761574726325
mutant108	0.0002161291872260123	-0.7704370244483482	0.12885069812476213
mutant1080	0.0003995162305247763	0.1323913497772773	0.2543861644183542
mutant1081	0.0002723120953995226	0.07521451678242719	0.15705748458738567
mutant1082	0.0007625271447661263	-0.37597162677663	0.3450530703079181
mutant1083	0.00030896376704968916	-1.3543935252629753	0.12696857984134738
mutant1084	0.0010845714902203256	-0.6851711225141305	0.2114460207757955
mutant1085	0.0007357102441947151	0.7643860045133133	0.1946687008804005
mutant1086	0.0002646818699919135	-0.1455920065145797	0.3950933562165961
mutant1087	0.0006558195361317026	0.12740599615919357	0.3692747095620818
mutant1088	0.0005766762478770933	-1.476305127502504	0.12519006821206097
mutant1089	0.0003788180587425823	-0.37086494586666885	0.05004036045091493
mutant109	0.000685946536996938	-0.05416019602452793	0.23911925403186834
mutant1090	0.0005465506477212857	-0.16114515118620631	0.08190109851840276
mutant1091	0.0010741689664898568	-1.0810059687307487	0.34335054257820574
mutant1092	0.0004226177274375436	-1.0197303791123689	0.37885024093233216
mutant1093	0.0002612817764199774	0.5357310907046857	0.24531921421212932
mutant1094	0.00040113116277732156	-0.34055513118184044	0.14968456629576982
mutant1095	0.000394870729161546	-0.10044840670066546	0.3492741737505542
